,Dataset,Number_Of_Candidates,Number_of_voters,Max_Ballot_length,Preferred_winner,Upper_Bound,heuristicV1_margin,Our_margin,Blom_margin,heuristicV1_runtime,Our_runtime,Blom_runtime,Margin_Blom=Ours,Upper_bound_correct,HeuristicV1_equl_margin,Our_number_LPS,Blom_number_LPS,Our_number_node_explored,Blom_number_node_explored,Our_blom_lb_calls,Blom_Leaf_node_explored,Our_Time_distanceTo,Blom_Time_distanceTo,Our_Time_lbcall,Blom_Time_lbcall
381,adressa=5_ballot=4,5,923,4,murcia,420,420,188,188,0.0028443,0.1362646,0.3873152,1,1,0,0,102,103,103,0.0189516,16,0.1118776,0.3538314,0.001399,0.0190669
384,adressa=5_ballot=4,5,923,4,bagmati,291,291,291,291,0.0012947,0.0627037,0.1278022,1,1,1,0,31,32,32,0.0077872,6,0.0528589,0.1145996,0.0004684,0.0070969
385,adressa=5_ballot=4,5,923,4,zuid-holland,420,420,265,265,0.0041929,0.1106844,0.3104808,1,1,0,0,82,83,83,0.01702,14,0.0898451,0.2848052,0.0008909,0.0152558
386,adressa=5_ballot=4,5,923,4,ostrobothnia,265,265,265,265,0.001677,0.0791555,0.2816647,1,1,1,0,61,62,62,0.0111152,11,0.0646541,0.2632178,0.0007224,0.0103566
390,adressa=5_ballot=4,5,923,4,varna,420,420,420,420,0.0008471,0.0339154,0.1240355,1,1,1,0,31,32,32,0.0042245,6,0.0280247,0.1130952,0.0003389,0.0067005
391,adressa=5_ballot=4,5,923,4,dubayy,265,265,265,265,0.0007678,0.0399539,0.1112503,1,1,1,0,30,31,31,0.0059288,5,0.0327707,0.1009844,0.0003131,0.0058089
398,adressa=5_ballot=4,5,923,4,oxfordshire,420,420,420,420,0.0007139,0.0337495,0.1208433,1,1,1,0,31,32,32,0.0040247,6,0.0283343,0.1120891,0.0002896,0.0046577
401,adressa=5_ballot=4,5,923,4,vastmanlands lan,420,420,420,420,0.0009522,0.037457,0.1251455,1,1,1,0,31,32,32,0.005359,6,0.0306672,0.1169235,0.0002928,0.0043098
402,adressa=5_ballot=4,5,923,4,salamanca,291,291,291,291,0.0007605,0.0296176,0.1102887,1,1,1,0,31,32,32,0.0042395,6,0.0240896,0.1025914,0.0003146,0.0044136
405,adressa=5_ballot=4,5,923,4,orebro lan,265,265,265,265,0.0023902,0.0739782,0.2427654,1,1,1,0,61,62,62,0.0105054,11,0.0608455,0.2232426,0.0006575,0.0109357
409,adressa=5_ballot=4,5,923,4,latina,420,420,420,420,0.0007139,0.0287765,0.1369443,1,1,1,0,31,32,32,0.0036482,6,0.0239296,0.1274593,0.0002884,0.0046496
410,adressa=5_ballot=4,5,923,4,united states,188,188,188,188,0.0026606,0.1217915,0.3350035,1,1,1,0,86,87,87,0.0190826,13,0.0985591,0.3024192,0.0010435,0.0210815
411,adressa=5_ballot=4,5,923,4,milano,291,291,291,291,0.0007873,0.0299451,0.1192867,1,1,1,0,31,32,32,0.0041016,6,0.0245761,0.1097225,0.0003207,0.0058379
412,adressa=5_ballot=4,5,923,4,kastoria,265,265,265,265,0.0007651,0.0393037,0.1036103,1,1,1,0,30,31,31,0.006896,5,0.0307903,0.0950949,0.0005962,0.004606
413,adressa=5_ballot=4,5,923,4,sofia-grad,291,291,291,291,0.0007176,0.0325842,0.1251332,1,1,1,0,31,32,32,0.0037841,6,0.0273728,0.1140689,0.0002967,0.0062453
414,adressa=5_ballot=4,5,923,4,parnumaa,188,188,188,188,0.0015614,0.0711313,0.2309043,1,1,1,0,59,60,60,0.0112922,9,0.0573009,0.2120553,0.000657,0.0108334
418,adressa=5_ballot=4,5,923,4,uppsala lan,420,420,188,188,0.0024147,0.1001306,0.3185527,1,1,0,0,73,74,74,0.0152574,12,0.0805176,0.2820111,0.0009596,0.0200472
421,adressa=5_ballot=4,5,923,4,liverpool,265,265,265,265,0.0008587,0.0713829,0.1052875,1,1,1,0,30,31,31,0.012354,5,0.057351,0.0964866,0.0003764,0.0050082
423,adressa=5_ballot=4,5,923,4,limburg,291,291,291,291,0.0007306,0.0318682,0.1191039,1,1,1,0,31,32,32,0.0045005,6,0.025753,0.1088512,0.0003009,0.0059796
424,adressa=5_ballot=4,5,923,4,moskva,291,291,291,291,0.0007421,0.0356697,0.1119784,1,1,1,0,31,32,32,0.0046827,6,0.0297041,0.1033324,0.0002991,0.0045017
430,adressa=5_ballot=4,5,923,4,islas baleares,420,420,265,265,0.0059461,0.1562045,0.3305548,1,1,0,0,82,83,83,0.0263877,14,0.1206993,0.2862657,0.0025878,0.0266729
431,adressa=5_ballot=4,5,923,4,khon kaen,265,265,265,265,0.0029807,0.0760349,0.2221312,1,1,1,0,61,62,62,0.0105985,11,0.0626949,0.2047939,0.0006767,0.0093091
439,adressa=5_ballot=4,5,923,4,braila,291,291,291,291,0.0007196,0.0384905,0.1171813,1,1,1,0,31,32,32,0.0053003,6,0.0319309,0.1075503,0.0002958,0.0048904
443,adressa=5_ballot=4,5,923,4,central finland,265,265,265,265,0.0007621,0.0388517,0.1059531,1,1,1,0,30,31,31,0.0046704,5,0.0328684,0.0979761,0.000314,0.004406
445,adressa=5_ballot=4,5,923,4,nidwalden,265,265,265,265,0.000823,0.0378435,0.1127663,1,1,1,0,30,31,31,0.0049604,5,0.0311863,0.103874,0.000342,0.0051944
448,adressa=5_ballot=4,5,923,4,stockton-on-tees,420,420,420,420,0.0016529,0.0542949,0.1233358,1,1,1,0,31,32,32,0.0074956,6,0.0453758,0.1143109,0.0003252,0.0047674
449,adressa=5_ballot=4,5,923,4,solothurn,265,265,265,265,0.0007273,0.0381602,0.1169386,1,1,1,0,30,31,31,0.0048734,5,0.0321118,0.1076313,0.000298,0.0051254
451,adressa=5_ballot=4,5,923,4,sankt-peterburg,291,291,291,291,0.0007235,0.0294321,0.1116607,1,1,1,0,31,32,32,0.0037202,6,0.0242655,0.1026398,0.0002993,0.0052265
453,adressa=5_ballot=4,5,923,4,moray,265,265,265,265,0.0007227,0.0289813,0.1069609,1,1,1,0,30,31,31,0.0038646,5,0.0237178,0.0963819,0.0002968,0.0063008
454,adressa=5_ballot=4,5,923,4,guangdong,265,265,265,265,0.0007593,0.0286353,0.1071282,1,1,1,0,30,31,31,0.0040289,5,0.0233821,0.0988381,0.0003074,0.004782
459,adressa=5_ballot=4,5,923,4,syddanmark,420,420,291,291,0.0016039,0.0671532,0.2362532,1,1,0,0,63,64,64,0.0095128,10,0.0549887,0.21704,0.0006667,0.0110609
460,adressa=5_ballot=4,5,923,4,espirito santo,291,291,291,291,0.00081,0.0328191,0.1202254,1,1,1,0,31,32,32,0.0042657,6,0.0271665,0.1106782,0.0003557,0.0057594
461,adressa=5_ballot=4,5,923,4,huelva,265,265,265,265,0.0016729,0.0308427,0.1033373,1,1,1,0,30,31,31,0.0044322,5,0.0238305,0.0950239,0.0007732,0.0043147
462,adressa=5_ballot=4,5,923,4,puerto rico,291,291,291,291,0.0007201,0.0324963,0.1102191,1,1,1,0,31,32,32,0.0041044,6,0.0269189,0.1018039,0.0002998,0.0042529
465,adressa=5_ballot=4,5,923,4,hammersmith and fulham,265,265,265,265,0.0007227,0.037893,0.1064276,1,1,1,0,30,31,31,0.0046573,5,0.0317265,0.096192,0.0002984,0.0062014
466,adressa=5_ballot=4,5,923,4,regiao autonoma da madeira,291,291,291,291,0.0016223,0.0452516,0.1238477,1,1,1,0,31,32,32,0.0067512,6,0.036739,0.1128558,0.0003411,0.0067763
467,adressa=5_ballot=4,5,923,4,quebec,265,265,265,265,0.0007873,0.0549276,0.1086369,1,1,1,0,30,31,31,0.0077605,5,0.0457756,0.0989305,0.0003243,0.0051589
469,adressa=5_ballot=4,5,923,4,jonkopings lan,420,420,188,188,0.0084812,0.1508481,0.3695121,1,1,0,0,102,103,103,0.0235799,16,0.1165152,0.3356275,0.0014335,0.0210425
470,adressa=5_ballot=4,5,923,4,chaiyaphum,265,265,265,265,0.0007267,0.0388426,0.1173929,1,1,1,0,30,31,31,0.0057816,5,0.0318065,0.1061177,0.0003029,0.0066346
471,adressa=5_ballot=4,5,923,4,pontevedra,291,291,291,291,0.000878,0.042764,0.1211917,1,1,1,0,31,32,32,0.00558,6,0.0353747,0.1098039,0.000352,0.006431
474,adressa=5_ballot=4,5,923,4,bromley,291,291,291,291,0.0008712,0.0443814,0.1382616,1,1,1,0,31,32,32,0.0065671,6,0.0348328,0.1239093,0.000808,0.0096863
475,adressa=5_ballot=4,5,923,4,dodekanisos,265,265,265,265,0.0008935,0.0457142,0.1054798,1,1,1,0,30,31,31,0.0077346,5,0.0354519,0.0978198,0.0007822,0.004104
477,adressa=5_ballot=4,5,923,4,region metro de santiago,291,291,291,291,0.0007405,0.0349019,0.1183496,1,1,1,0,31,32,32,0.00505,6,0.0285418,0.1089752,0.0002963,0.0050387
478,adressa=5_ballot=4,5,923,4,western cape,420,420,188,188,0.0014164,0.0719395,0.1668544,1,1,0,0,46,47,47,0.0112474,8,0.0583123,0.1529384,0.0005843,0.0078112
479,adressa=5_ballot=4,5,923,4,pichincha,265,265,265,265,0.0008692,0.0479328,0.1102668,1,1,1,0,30,31,31,0.0064808,5,0.0399335,0.1007483,0.0003792,0.0051002
480,adressa=5_ballot=4,5,923,4,wandsworth,188,188,188,188,0.0008484,0.0331018,0.1101368,1,1,1,0,30,31,31,0.004508,5,0.0258967,0.100772,0.0008046,0.0050772
481,adressa=5_ballot=4,5,923,4,bristol,291,291,291,291,0.000853,0.0380938,0.1193533,1,1,1,0,31,32,32,0.0045031,6,0.0316637,0.110594,0.0003554,0.0049215
483,adressa=5_ballot=4,5,923,4,oregon,188,188,188,188,0.0008343,0.0340417,0.106879,1,1,1,0,30,31,31,0.0042176,5,0.0281383,0.0973621,0.0003597,0.0055738
484,adressa=5_ballot=4,5,923,4,delhi,188,188,188,188,0.0007223,0.0283586,0.1115041,1,1,1,0,30,31,31,0.0038415,5,0.0233416,0.102437,0.0002954,0.0051172
486,adressa=5_ballot=4,5,923,4,gelderland,188,188,188,188,0.0025693,0.0371772,0.1108512,1,1,1,0,30,31,31,0.0060052,5,0.0279003,0.0998486,0.0007448,0.0067896
487,adressa=5_ballot=4,5,923,4,ankara,188,188,188,188,0.0014094,0.0580476,0.2217836,1,1,1,0,59,60,60,0.0078356,9,0.0478786,0.200629,0.0005919,0.0136843
488,adressa=5_ballot=4,5,923,4,noord-brabant,188,188,188,188,0.0010898,0.0517575,0.1252168,1,1,1,0,30,31,31,0.0055452,5,0.0449103,0.111311,0.0003302,0.0096662
489,adressa=5_ballot=4,5,923,4,yangon,188,188,188,188,0.0007621,0.0360355,0.105765,1,1,1,0,30,31,31,0.0054881,5,0.0292529,0.0970933,0.0003291,0.0051323
492,adressa=5_ballot=4,5,923,4,vizcaya,188,188,188,188,0.0007422,0.0395826,0.1290503,1,1,1,0,30,31,31,0.0053955,5,0.0329169,0.1185071,0.0003113,0.0059022
493,adressa=5_ballot=4,5,923,4,northamptonshire,291,291,291,291,0.0011909,0.0357234,0.1126356,1,1,1,0,31,32,32,0.0053811,6,0.0281407,0.1034913,0.0004945,0.0053314
495,adressa=5_ballot=4,5,923,4,federacija bosna i hercegovina,188,188,188,188,0.0007392,0.0321425,0.1086624,1,1,1,0,30,31,31,0.0054021,5,0.0255583,0.0990537,0.0002976,0.0056848
496,adressa=5_ballot=4,5,923,4,maryland,291,291,291,291,0.0007781,0.055115,0.120823,1,1,1,0,31,32,32,0.008061,6,0.0456592,0.107912,0.000348,0.0083253
497,adressa=5_ballot=4,5,923,4,denmark,188,188,188,188,0.0008762,0.0394678,0.1057859,1,1,1,0,30,31,31,0.0064226,5,0.0315477,0.0968512,0.0003641,0.0054198
498,adressa=5_ballot=4,5,923,4,laanemaa,420,420,420,420,0.0007153,0.036436,0.1144615,1,1,1,0,31,32,32,0.0048342,6,0.0301385,0.107034,0.0002905,0.0040155
499,adressa=5_ballot=4,5,923,4,distrito capital,291,291,291,291,0.0007606,0.0400513,0.1143045,1,1,1,0,31,32,32,0.0060815,6,0.032732,0.1024727,0.0003289,0.0063213
500,adressa=5_ballot=4,5,923,4,perth and kinross,265,265,265,265,0.0007241,0.0262816,0.1141649,1,1,1,0,30,31,31,0.0035524,5,0.0215671,0.1048326,0.000298,0.0054482
501,adressa=5_ballot=4,5,923,4,dolnoslaskie,188,188,188,188,0.0007235,0.0400226,0.10191,1,1,1,0,30,31,31,0.005991,5,0.032373,0.0935498,0.0002982,0.0042118
503,adressa=5_ballot=4,5,923,4,zeeland,265,265,265,265,0.0007295,0.0547059,0.1261073,1,1,1,0,30,31,31,0.0066106,5,0.0464631,0.1168312,0.0002995,0.0049472
504,adressa=5_ballot=4,5,923,4,salzburg,420,420,420,420,0.0007829,0.0352051,0.1218002,1,1,1,0,31,32,32,0.0039862,6,0.0296168,0.1122675,0.0003183,0.0048338
505,adressa=5_ballot=4,5,923,4,seoul teugbyeol-si,188,188,188,188,0.0025743,0.0835642,0.1251816,1,1,1,0,30,31,31,0.0120486,5,0.0674772,0.1127597,0.0010633,0.0071762
506,adressa=5_ballot=4,5,923,4,hofudborgarsvaedi,265,265,265,265,0.000879,0.0563476,0.113034,1,1,1,0,30,31,31,0.0063108,5,0.0484564,0.1011013,0.000378,0.0074137
514,adressa=6_ballot=4,6,1515,4,connecticut,324,324,324,324,0.0039701,0.3717821,0.787971,1,1,1,0,153,154,154,0.0636581,14,0.3010732,0.6953247,0.0016725,0.0648995
519,adressa=6_ballot=4,6,1515,4,virginia,511,511,511,511,0.0060322,0.6469001,1.0393339,1,1,1,0,199,200,200,0.101174,25,0.5367095,0.9274911,0.0018033,0.0744641
521,adressa=6_ballot=4,6,1515,4,massachusetts,576,576,212,212,0.0041976,0.3942675,0.6890454,1,1,0,0,159,160,160,0.0671019,17,0.3201212,0.6091935,0.0016701,0.056009
522,adressa=6_ballot=4,6,1515,4,new hampshire,812,812,723,723,0.0017246,0.2808887,0.5133688,1,1,0,0,96,97,97,0.0399055,13,0.2370721,0.4549644,0.0010695,0.0382446
526,adressa=6_ballot=4,6,1515,4,rio grande do norte,324,324,324,324,0.006815,0.7179251,1.0784487,1,1,1,0,224,225,225,0.1216479,20,0.5816765,0.9472392,0.0050013,0.0948672
535,adressa=6_ballot=4,6,1515,4,georgia,511,511,511,511,0.0017801,0.3062565,0.4807914,1,1,1,0,101,102,102,0.0496373,13,0.2530267,0.431454,0.0007533,0.0325071
542,adressa=6_ballot=4,6,1515,4,faro,511,511,511,511,0.0040703,0.5533622,1.1901104,1,1,1,0,199,200,200,0.0879386,25,0.4525874,1.0676801,0.0037063,0.0823446
550,adressa=6_ballot=4,6,1515,4,capital federal,511,511,511,511,0.0029637,0.3512249,0.5226048,1,1,1,0,101,102,102,0.0536627,13,0.2930221,0.4618196,0.0008552,0.0413455
551,adressa=6_ballot=4,6,1515,4,bruxelles-capitale,576,576,561,561,0.0019862,0.3359074,0.5529923,1,1,0,0,115,116,116,0.0483912,16,0.2833979,0.5004491,0.0007707,0.0348637
553,adressa=6_ballot=4,6,1515,4,granada,511,511,511,511,0.0030322,0.3000372,0.4635208,1,1,1,0,101,102,102,0.0455798,13,0.2507546,0.4119669,0.0007753,0.0359192
556,adressa=6_ballot=4,6,1515,4,valladolid,511,511,511,511,0.0019375,0.3067895,0.4839672,1,1,1,0,101,102,102,0.0440395,13,0.2574855,0.4328001,0.0017827,0.0346281
557,adressa=6_ballot=4,6,1515,4,worcestershire,812,812,723,723,0.0031384,0.2793127,0.4957692,1,1,0,0,96,97,97,0.0436908,13,0.2320961,0.4438989,0.0006828,0.0333185
560,adressa=6_ballot=4,6,1515,4,victoria,511,511,511,511,0.0033276,0.3227471,0.5088152,1,1,1,0,101,102,102,0.0522532,13,0.2667832,0.457557,0.000707,0.0337187
563,adressa=6_ballot=4,6,1515,4,manila,511,511,212,212,0.0051713,0.5415061,0.9395653,1,1,0,0,215,216,216,0.093048,19,0.4392708,0.8205048,0.002307,0.0870195
564,adressa=6_ballot=4,6,1515,4,western australia,812,812,723,723,0.0016712,0.300623,0.4675746,1,1,0,0,96,97,97,0.0461391,13,0.2509394,0.4175198,0.0006948,0.0334131
575,adressa=6_ballot=4,6,1515,4,chon buri,812,812,212,212,0.0087459,0.7039093,1.104637,1,1,0,0,220,221,221,0.129468,19,0.5572764,0.9419495,0.0035048,0.1213652
576,adressa=6_ballot=4,6,1515,4,milton keynes,324,324,324,324,0.003615,0.5031659,0.7664421,1,1,1,0,165,166,166,0.088685,16,0.4046217,0.6725188,0.0034202,0.0683588
577,adressa=6_ballot=4,6,1515,4,minnesota,511,511,511,511,0.0032821,0.2719435,0.5417333,1,1,1,0,101,102,102,0.0411741,13,0.2273929,0.4838837,0.0007575,0.0350732
579,adressa=6_ballot=4,6,1515,4,sheffield,576,576,561,561,0.0020803,0.3335104,0.6624196,1,1,0,0,115,116,116,0.0504803,16,0.2788106,0.5973157,0.0008421,0.0434599
580,adressa=6_ballot=4,6,1515,4,ho chi minh,511,511,511,511,0.0059333,0.3464599,0.5533912,1,1,1,0,101,102,102,0.0578019,13,0.2786864,0.4943949,0.0026693,0.0399845
581,adressa=6_ballot=4,6,1515,4,schleswig-holstein,511,511,511,511,0.0021061,0.2724231,0.5013307,1,1,1,0,101,102,102,0.0412827,13,0.2264204,0.4499107,0.000757,0.0357702
583,adressa=6_ballot=4,6,1515,4,san pawl il bahar,511,511,511,511,0.0019863,0.2797042,0.4509435,1,1,1,0,101,102,102,0.0452786,13,0.2306877,0.4037579,0.0008557,0.0324225
585,adressa=6_ballot=4,6,1515,4,zug,511,511,511,511,0.0019059,0.2926715,0.5242239,1,1,1,0,101,102,102,0.044025,13,0.244455,0.4679734,0.0012399,0.038275
589,adressa=6_ballot=4,6,1515,4,aichi,576,576,561,561,0.0016703,0.354088,0.6564682,1,1,0,0,115,116,116,0.0528116,16,0.2973492,0.5887575,0.0009434,0.0442037
592,adressa=6_ballot=4,6,1515,4,oaxaca,812,812,723,723,0.0021352,0.3866317,0.4842942,1,1,0,0,96,97,97,0.0635794,13,0.3161654,0.4252229,0.0019243,0.0391666
593,adressa=6_ballot=4,6,1515,4,rayong,511,511,511,511,0.0050785,0.3214538,0.6042338,1,1,1,0,101,102,102,0.0490816,13,0.2645197,0.5388346,0.0015984,0.0452196
594,adressa=6_ballot=4,6,1515,4,nakhon si thammarat,324,324,324,324,0.0061072,0.5939487,1.1235203,1,1,1,0,224,225,225,0.1050943,20,0.4790728,0.9783171,0.0024609,0.099951
596,adressa=6_ballot=4,6,1515,4,central,576,576,212,212,0.0073297,0.5072262,0.706842,1,1,0,0,159,160,160,0.0867177,17,0.4131907,0.6254009,0.0015953,0.0578613
600,adressa=6_ballot=4,6,1515,4,bali,511,511,511,511,0.0033426,0.3758448,0.5039176,1,1,1,0,101,102,102,0.0579069,13,0.3117345,0.4487934,0.0019019,0.0381286
602,adressa=6_ballot=4,6,1515,4,phrae,511,511,212,212,0.0081999,0.558,0.9418634,1,1,0,0,215,216,216,0.0954924,19,0.4536352,0.825515,0.0020718,0.0843828
607,adressa=6_ballot=4,6,1515,4,australian capital territory,511,511,511,511,0.0020575,0.3419417,0.5382962,1,1,1,0,101,102,102,0.0491173,13,0.28783,0.4800868,0.000862,0.039564
609,adressa=6_ballot=4,6,1515,4,morelos,576,576,561,561,0.0063767,0.4396122,0.6606241,1,1,0,0,115,116,116,0.0698775,16,0.3583511,0.5846936,0.0032609,0.0537685
610,adressa=6_ballot=4,6,1515,4,ha noi,324,324,324,324,0.0075644,0.6485811,1.1082756,1,1,1,0,224,225,225,0.115456,20,0.5178068,0.9662107,0.0044444,0.1031807
611,adressa=6_ballot=4,6,1515,4,arizona,576,576,561,561,0.0016699,0.3623885,0.5547123,1,1,0,0,115,116,116,0.0545786,16,0.3043169,0.4980574,0.0006988,0.0383758
612,adressa=6_ballot=4,6,1515,4,songkhla,576,576,561,561,0.0018181,0.3556825,0.5711451,1,1,0,0,115,116,116,0.0505532,16,0.3005966,0.5146249,0.0009581,0.0379389
613,adressa=6_ballot=4,6,1515,4,tarlac,511,511,511,511,0.0020597,0.3584516,0.5007571,1,1,1,0,101,102,102,0.0543316,13,0.2997441,0.4430874,0.0008508,0.0390479
615,adressa=6_ballot=4,6,1515,4,pattaya,511,511,511,511,0.0068455,0.3374183,0.5125178,1,1,1,0,101,102,102,0.050986,13,0.2809345,0.4499225,0.0011585,0.0434185
616,adressa=6_ballot=4,6,1515,4,colorado,511,511,511,511,0.0016994,0.2702806,0.5035164,1,1,1,0,101,102,102,0.0388655,13,0.2282065,0.4512542,0.0006942,0.0350437
618,adressa=6_ballot=4,6,1515,4,yilan county,511,511,511,511,0.0016922,0.2373245,0.4911355,1,1,1,0,101,102,102,0.0370518,13,0.1970565,0.4395961,0.0007173,0.0358897
620,adressa=6_ballot=4,6,1515,4,michigan,511,511,511,511,0.0059432,0.3297081,0.4851791,1,1,1,0,101,102,102,0.0474072,13,0.2766779,0.4360351,0.0009027,0.0339964
621,adressa=6_ballot=4,6,1515,4,masqat,511,511,511,511,0.0044657,0.3349997,0.5371757,1,1,1,0,101,102,102,0.0514573,13,0.2789928,0.4742092,0.0008568,0.0447685
623,adressa=6_ballot=4,6,1515,4,basnahira palata,511,511,511,511,0.0041644,0.3474406,0.525167,1,1,1,0,101,102,102,0.052933,13,0.286862,0.4570422,0.0019259,0.0466622
627,adressa=6_ballot=4,6,1515,4,nova scotia,511,511,511,511,0.0034415,0.3483873,0.5058777,1,1,1,0,101,102,102,0.0551182,13,0.2892966,0.4543958,0.0007787,0.0347395
630,adressa=6_ballot=4,6,1515,4,wielkopolskie,511,511,511,511,0.0019174,0.3101183,0.5079016,1,1,1,0,101,102,102,0.0436535,13,0.2604479,0.4512473,0.0015771,0.0387107
632,adressa=6_ballot=4,6,1515,4,oklahoma,324,324,324,324,0.0033465,0.4983464,0.864746,1,1,1,0,165,166,166,0.0861232,16,0.4044967,0.7644666,0.001608,0.0722984
633,adressa=6_ballot=4,6,1515,4,zurich,511,511,511,511,0.0052366,0.6547387,1.0654667,1,1,1,0,199,200,200,0.1047859,25,0.541875,0.9473118,0.0016156,0.0830279
637,adressa=6_ballot=4,6,1515,4,hallands lan,324,324,212,212,0.0104639,0.7252718,1.30749,1,1,0,0,280,281,281,0.1310762,24,0.5806455,1.1459933,0.0047132,0.1187129
639,adressa=6_ballot=4,6,1515,4,dublin,812,812,511,511,0.0050798,0.9316523,1.4863223,1,1,0,0,269,270,270,0.1413239,33,0.7792588,1.3244658,0.0020884,0.1117909
641,adressa=6_ballot=4,6,1515,4,burgos,511,511,511,511,0.0028251,0.3283217,0.4955268,1,1,1,0,101,102,102,0.0559317,13,0.2681962,0.4455405,0.0008268,0.0339873
643,adressa=6_ballot=4,6,1515,4,gloucestershire,576,576,561,561,0.0039465,0.3655544,0.5590319,1,1,0,0,115,116,116,0.0543662,16,0.3071158,0.5039741,0.0008409,0.0358055
648,adressa=6_ballot=4,6,1515,4,norrbottens lan,324,324,324,324,0.0036905,0.4857383,0.8871634,1,1,1,0,165,166,166,0.0849483,16,0.3899935,0.7953221,0.0045693,0.06453
649,adressa=6_ballot=4,6,1515,4,murcia,812,812,212,212,0.0099406,0.8922155,1.366228,1,1,0,0,285,286,286,0.164852,24,0.6951845,1.1776444,0.0075525,0.1404418
651,adressa=6_ballot=4,6,1515,4,bagmati,576,576,561,561,0.001665,0.3329004,0.6055384,1,1,0,0,115,116,116,0.0446835,16,0.284713,0.5379756,0.0006923,0.0485448
652,adressa=6_ballot=4,6,1515,4,zuid-holland,812,812,511,511,0.0049033,0.905684,1.5019472,1,1,0,0,269,270,270,0.1422269,33,0.7521844,1.3339293,0.0020905,0.1195995
653,adressa=6_ballot=4,6,1515,4,ostrobothnia,511,511,511,511,0.0071991,0.5754892,0.9722871,1,1,1,0,199,200,200,0.0947413,25,0.4671413,0.8679587,0.0037635,0.0728097
657,adressa=6_ballot=4,6,1515,4,varna,812,812,723,723,0.0032336,0.2940051,0.4774233,1,1,0,0,96,97,97,0.0398424,13,0.2505399,0.4278395,0.0007177,0.0345474
658,adressa=6_ballot=4,6,1515,4,dubayy,511,511,511,511,0.0016976,0.3111542,0.5675074,1,1,1,0,101,102,102,0.0486965,13,0.2582799,0.5058541,0.0011846,0.043403
665,adressa=6_ballot=4,6,1515,4,oxfordshire,812,812,723,723,0.0027526,0.3206139,0.5973103,1,1,0,0,96,97,97,0.0476095,13,0.2691057,0.53322,0.0007156,0.046515
668,adressa=6_ballot=4,6,1515,4,vastmanlands lan,812,812,723,723,0.0050471,0.3049371,0.4737948,1,1,0,0,96,97,97,0.0510347,13,0.2464167,0.4259871,0.0023405,0.0316543
669,adressa=6_ballot=4,6,1515,4,salamanca,576,576,561,561,0.0019183,0.2845035,0.5681793,1,1,0,0,115,116,116,0.0418697,16,0.2389841,0.509127,0.0007986,0.0399589
672,adressa=6_ballot=4,6,1515,4,orebro lan,511,511,511,511,0.0083536,0.5403745,1.0638206,1,1,1,0,199,200,200,0.0899741,25,0.44222,0.9472187,0.0017127,0.081416
676,adressa=6_ballot=4,6,1515,4,latina,812,812,723,723,0.0018993,0.3576756,0.4775767,1,1,0,0,96,97,97,0.0526739,13,0.3006894,0.4219054,0.0007761,0.0354934
677,adressa=6_ballot=4,6,1515,4,united states,324,324,324,324,0.006319,0.7083205,1.0034338,1,1,1,0,224,225,225,0.1300784,20,0.5681086,0.8866271,0.0022574,0.0842633
678,adressa=6_ballot=4,6,1515,4,milano,576,576,561,561,0.0016726,0.3087734,0.6528265,1,1,0,0,115,116,116,0.0429547,16,0.2600182,0.5847349,0.0015398,0.0472932
679,adressa=6_ballot=4,6,1515,4,kastoria,511,511,511,511,0.0033051,0.2926831,0.5836722,1,1,1,0,101,102,102,0.0480883,13,0.2409573,0.5195065,0.0007029,0.0448553
680,adressa=6_ballot=4,6,1515,4,sofia-grad,576,576,561,561,0.0027554,0.3673246,0.5872611,1,1,0,0,115,116,116,0.0567758,16,0.3062225,0.528014,0.0008239,0.0390496
681,adressa=6_ballot=4,6,1515,4,parnumaa,324,324,324,324,0.0036103,0.4506317,0.7364349,1,1,1,0,153,154,154,0.0796113,14,0.3564213,0.656518,0.0048563,0.0586561
685,adressa=6_ballot=4,6,1515,4,uppsala lan,812,812,324,324,0.0049346,0.5932338,0.9917234,1,1,0,0,210,211,211,0.0881955,24,0.4931242,0.886885,0.0045954,0.0712866
688,adressa=6_ballot=4,6,1515,4,liverpool,511,511,511,511,0.0021402,0.3924828,0.542663,1,1,1,0,101,102,102,0.0597022,13,0.3268721,0.478322,0.0017423,0.0425193
690,adressa=6_ballot=4,6,1515,4,limburg,576,576,561,561,0.0057355,0.3977899,0.6067435,1,1,0,0,115,116,116,0.0640387,16,0.3248351,0.5453326,0.0022496,0.0414853
691,adressa=6_ballot=4,6,1515,4,moskva,576,576,561,561,0.0018746,0.3467885,0.5612587,1,1,0,0,115,116,116,0.0524829,16,0.2901732,0.5055256,0.0008901,0.0380584
697,adressa=6_ballot=4,6,1515,4,islas baleares,812,812,511,511,0.0057852,0.7200654,1.3640497,1,1,0,0,269,270,270,0.113297,33,0.5956244,1.2117905,0.0023677,0.1080598
698,adressa=6_ballot=4,6,1515,4,zachodniopomorskie,212,212,212,212,0.0019301,0.2793449,0.4420841,1,1,1,0,88,89,89,0.0498663,9,0.225254,0.3971571,0.0007887,0.0306141
699,adressa=6_ballot=4,6,1515,4,khon kaen,511,511,511,511,0.008404,0.6388617,0.9589101,1,1,1,0,199,200,200,0.1016642,25,0.5214973,0.8547251,0.0044082,0.0727273
707,adressa=6_ballot=4,6,1515,4,noord-brabant,324,324,212,212,0.0048644,0.525843,0.9845987,1,1,0,0,196,197,197,0.0837278,22,0.4351429,0.8783475,0.0014765,0.0762582
